,head,variable,value
1811,Course1_W8-S1-L8_Summary_2-45,concept_vocab_index,vi826
1812,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi617
1813,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi468
1814,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,l_text_topics,topic_12
1815,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi1106
1816,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi274
1817,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,level,level_1
1818,Course1_W2-S1-L8_Summary_1-50,level,level_1
1819,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1124
1820,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi329
1821,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,concept_vocab_index,vi81
1822,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi219
1823,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi909
1824,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,l_text_topics,topic_11
1825,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi943
1826,Course1_W5-S1-L2_introduction_2-03,concept_vocab_index,vi1284
1827,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,l_text_topics,topic_12
1828,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi873
1829,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1233
1830,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,l_text_topics,topic_6
1831,Course1_W9-S2-L7_Summary_3-01,l_text_topics,topic_12
1832,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi980
1833,Course1_W8-S2-L6_Summary_1-12,concept_vocab_index,vi1434
1834,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi1414
1835,Course1_W3-S1-L1_Introduction_0-28,l_text_topics,topic_12
1836,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,level,level_2
1837,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi1236
1838,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,l_text_topics,topic_11
1839,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi299
1840,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi1072
1841,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,l_text_topics,topic_12
1842,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi490
1843,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi137
1844,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi988
1845,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi561
1846,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,level,level_2
1847,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi134
1848,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi1003
1849,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,l_text_topics,topic_11
1850,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,concept_vocab_index,vi74
1851,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi854
1852,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi760
1853,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi434
1854,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1255
1855,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi917
1856,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,l_text_topics,topic_14
1857,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi134
1858,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,l_text_topics,topic_5
1859,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,concept_vocab_index,vi1124
1860,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi1285
1861,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi134
1862,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi78
1863,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1442
1864,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi1403
1865,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,l_text_topics,topic_12
1866,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,l_text_topics,topic_5
1867,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi299
1868,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi1422
1869,Course1_W2-S1-L8_Summary_1-50,concept_vocab_index,vi545
1870,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,level,level_2
1871,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi1111
1872,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi1108
1873,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,concept_vocab_index,vi774
1874,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi468
1875,Course1_W3-S1-L1_Introduction_0-28,level,level_1
1876,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,concept_vocab_index,vi946
1877,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi458
1878,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi625
1879,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi131
1880,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,prerequisite,Course2_W4-S1-L5_Generative_vs
1881,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi47
1882,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi27
1883,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi993
1884,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi442
1885,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,l_text_topics,topic_12
1886,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi55
1887,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21,concept_vocab_index,vi993
1888,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1443
1889,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi219
1890,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi55
1891,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,level,level_2
1892,Course2_W3-S1-L1_What_is_Text_Classification_8-12,level,level_3
1893,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi639
1894,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi14
1895,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi636
1896,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1274
1897,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi274
1898,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,level,level_1
1899,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi1013
1900,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi1003
1901,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,level,level_3
1902,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,prerequisite,Course1_W6-S1-L1_Introduction_0-41
1903,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi770
1904,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi677
1905,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi993
1906,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi55
1907,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi442
1908,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,l_text_topics,topic_1
1909,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi60
1910,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi490
1911,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi1442
1912,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi74
1913,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1074
1914,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,level,level_2
1915,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1255
1916,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi43
1917,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi47
1918,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1003
1919,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,concept_vocab_index,vi500
1920,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,concept_vocab_index,vi873
1921,Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52,concept_vocab_index,vi790
1922,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,level,level_2
1923,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi187
1924,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi945
1925,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi245
1926,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi55
1927,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1338
1928,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi27
1929,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,level,level_3
1930,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1434
1931,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,concept_vocab_index,vi43
1932,Course1_W8-S1-L8_Summary_2-45,concept_vocab_index,vi905
1933,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi84
1934,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi898
1935,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1299
1936,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi945
1937,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1445
1938,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi434
1939,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi1422
1940,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,concept_vocab_index,vi1074
1941,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,concept_vocab_index,vi144
1942,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi1003
1943,Course2_W7-S2-L5_TF-IDF_Weighting_3-42,concept_vocab_index,vi1434
1944,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi978
1945,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi848
1946,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi1206
1947,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1422
1948,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi245
1949,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,concept_vocab_index,vi468
1950,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,l_text_topics,topic_11
1951,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi478
1952,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi148
1953,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi873
1954,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi873
1955,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,l_text_topics,topic_6
1956,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi677
1957,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi351
1958,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,l_text_topics,topic_4
1959,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi43
1960,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,l_text_topics,topic_1
1961,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi228
1962,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1442
1963,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi336
1964,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi1341
1965,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,l_text_topics,topic_8
1966,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi1293
1967,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi1137
1968,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi330
1969,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi944
1970,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi814
1971,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi47
1972,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi1115
1973,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi1003
1974,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,concept_vocab_index,vi1283
1975,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi47
1976,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi699
1977,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,concept_vocab_index,vi538
1978,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi255
1979,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi832
1980,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi122
1981,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,l_text_topics,topic_7
1982,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,l_text_topics,topic_14
1983,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi1206
1984,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi55
1985,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1072
1986,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,l_text_topics,topic_12
1987,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi1206
1988,Course1_W8-S1-L1_Introduction_1-41,prerequisite,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12
1989,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi980
1990,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi1106
1991,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi14
1992,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,concept_vocab_index,vi743
1993,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,concept_vocab_index,vi586
1994,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi95
1995,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi827
1996,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi1062
1997,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi262
1998,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi329
1999,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi73
2000,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi163
2001,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi1341
2002,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi570
2003,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi625
2004,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi163
2005,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi947
2006,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi1141
2007,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi848
2008,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi677
2009,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,l_text_topics,topic_11
2010,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1111
2011,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi743
2012,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,level,level_2
2013,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi1001
2014,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi1422
2015,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi1292
2016,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi305
2017,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi226
2018,Course1_W10-S2-L1_Introduction_0-37,prerequisite,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00
2019,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi233
2020,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi468
2021,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi43
2022,Course1_W10-S1-L2_Recap_of_GLMs_7-40,concept_vocab_index,vi47
2023,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1333
2024,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi1119
2025,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi134
2026,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi1284
2027,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,l_text_topics,topic_10
2028,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi73
2029,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,concept_vocab_index,vi743
2030,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,concept_vocab_index,vi873
2031,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi543
2032,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi1111
2033,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi1252
2034,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi73
2035,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi873
2036,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi47
2037,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi980
2038,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,l_text_topics,topic_10
2039,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi991
2040,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,concept_vocab_index,vi1206
2041,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi993
2042,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi1111
2043,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi245
2044,Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52,concept_vocab_index,vi312
2045,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi1331
2046,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi122
2047,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,l_text_topics,topic_12
2048,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,level,level_1
2049,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi52
2050,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi245
2051,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi345
2052,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi43
2053,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi461
2054,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21,l_text_topics,topic_14
2055,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi873
2056,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,prerequisite,Course2_W6-S2-L2_Charniaks_Model_18-23
2057,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi159
2058,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi1118
2059,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi991
2060,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,l_text_topics,topic_7
